hypothesis_id,word,language,sense_from,sense_to,drift_type,drift_year,proposed_trigger,trigger_date,trigger_category,wikidata_qid,evidence_types,confidence,source_urls,source_titles,attributed_to,date
hyp-owid-bodycam,Bodycam,de,,police shoulder-mounted body camera,Neologism,2014,law enforcement tech,2014,Legal,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404296,OWID Neologismenwoerterbuch: Bodycam,curator-owid,2026-05-23
hyp-owid-bodyshaming,Bodyshaming,de,,insulting someone based on body shape or size,Neologism,2014,social media discourse,2014,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408259,OWID Neologismenwoerterbuch: Bodyshaming,curator-owid,2026-05-23
hyp-owid-bodywear,Bodywear,de,,fashionable intimate apparel worn directly on the skin,Narrowing,1995,late 20th century fashion trends,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401502,OWID Neologismenwoerterbuch: Bodywear,curator-owid,2026-05-23
hyp-owid-bologna,Bologna,de,,European higher education reform initiative,Neologism,2004,Bologna Process (1999),2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317818,OWID Neologismenwoerterbuch: Bologna,curator-owid,2026-05-23
hyp-owid-bolognaprozess,Bolognaprozess,de,,European higher education reform initiative,Neologism,2004,Bologna Process (1999),2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317808,OWID Neologismenwoerterbuch: Bolognaprozess,curator-owid,2026-05-23
hyp-owid-bolognareform,Bolognareform,de,,European higher education reform initiative,Neologism,2004,Bologna Process (1999),2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317809,OWID Neologismenwoerterbuch: Bolognareform,curator-owid,2026-05-23
hyp-owid-bombe,bombe,de,,"excellent, fantastic",Metaphorization,2004,youth slang,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404261,OWID Neologismenwoerterbuch: bombe,curator-owid,2026-05-23
hyp-owid-bonusmeile,Bonusmeile,de,,airline mileage reward unit,Metaphorization,1995,airline loyalty programs,1995,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/28435,OWID Neologismenwoerterbuch: Bonusmeile,curator-owid,2026-05-23
hyp-owid-booklet,Booklet,de,,small booklet accompanying a CD,Narrowing,1995,CDs,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/179612,OWID Neologismenwoerterbuch: Booklet,curator-owid,2026-05-23
hyp-owid-bore-out,Bore-out,de,,syndrome of occupational underutilization,Neologism,2004,workplace psychology,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316579,OWID Neologismenwoerterbuch: Bore-out,curator-owid,2026-05-23
hyp-owid-borsengang,Börsengang,de,,initial public offering of shares,Narrowing,1995,stock market expansion,1995,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/172919,OWID Neologismenwoerterbuch: Börsengang,curator-owid,2026-05-23
hyp-owid-bot,Bot,de,,automated computer program,Metaphorization,1995,digital economy,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408498,OWID Neologismenwoerterbuch: Bot,curator-owid,2026-05-23
hyp-owid-bouldern,bouldern,de,,climbing without ropes on boulders,Narrowing,1995,sport climbing,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404282,OWID Neologismenwoerterbuch: bouldern,curator-owid,2026-05-23
hyp-owid-boulevardisierung,Boulevardisierung,de,,sensationalist media style prioritizing spectacle over substance,Metaphorization,1995,tabloid journalism,1995,Media,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/150083,OWID Neologismenwoerterbuch: Boulevardisierung,curator-owid,2026-05-23
hyp-owid-boxenluder,Boxenluder,de,,media-savvy woman seeking attention through provocative behavior,Neologism,1995,Formula 1 culture,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316883,OWID Neologismenwoerterbuch: Boxenluder,curator-owid,2026-05-23
hyp-owid-boxspringbett,Boxspringbett,de,,bed with layered spring mattress system,Neologism,2014,furniture innovation,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/403614,OWID Neologismenwoerterbuch: Boxspringbett,curator-owid,2026-05-23
hyp-owid-boyfriendjeans,Boyfriendjeans,de,,loose-fitting jeans mimicking a boyfriend's style,Neologism,2004,fashion trends,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404195,OWID Neologismenwoerterbuch: Boyfriendjeans,curator-owid,2026-05-23
hyp-owid-boygroup,Boygroup,de,,pop group of young men with dance-oriented performances,Neologism,1995,pop music industry,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/22462,OWID Neologismenwoerterbuch: Boygroup,curator-owid,2026-05-23
hyp-owid-boys-day,Boys' Day,de,,career orientation event for boys to explore non-traditional professions,Neologism,2004,educational initiatives,2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317917,OWID Neologismenwoerterbuch: Boys' Day,curator-owid,2026-05-23
hyp-owid-bracket,Bracket,de,,orthodontic bracket component in fixed braces,Narrowing,2004,dental technology,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316777,OWID Neologismenwoerterbuch: Bracket,curator-owid,2026-05-23
hyp-owid-braincap,Braincap,de,,non-road-legal motorcycle helmet with steel helmet design,Neologism,2004,motorcycle safety regulations,2004,Legal,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401933,OWID Neologismenwoerterbuch: Braincap,curator-owid,2026-05-23
hyp-owid-bremsassistent,Bremsassistent,de,,vehicle braking assistance system,Neologism,1995,automotive safety technology,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407488,OWID Neologismenwoerterbuch: Bremsassistent,curator-owid,2026-05-23
hyp-owid-brenner,Brenner,de,,device for writing data onto CDs,Metaphorization,1995,CD-ROM technology,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/24005,OWID Neologismenwoerterbuch: Brenner,curator-owid,2026-05-23
hyp-owid-brexit,Brexit,de,,UK's withdrawal from EU,Neologism,2014,Brexit referendum,2014,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407292,OWID Neologismenwoerterbuch: Brexit,curator-owid,2026-05-23
hyp-owid-brexiteer,Brexiteer,de,,proponent of Brexit,Neologism,2014,Brexit political movement,2014,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408260,OWID Neologismenwoerterbuch: Brexiteer,curator-owid,2026-05-23
hyp-owid-bric-land,BRIC-Land,de,,emerging economy with strong growth,Neologism,2004,BRIC economic forecast,2004,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317820,OWID Neologismenwoerterbuch: BRIC-Land,curator-owid,2026-05-23
hyp-owid-bric-staat,BRIC-Staat,de,,state belonging to the BRIC economic group,Neologism,2004,BRIC economic grouping,2004,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317821,OWID Neologismenwoerterbuch: BRIC-Staat,curator-owid,2026-05-23
hyp-owid-brotchentaste,Brötchentaste,de,,parking meter button for temporary free parking,Neologism,2004,automated parking systems,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316391,OWID Neologismenwoerterbuch: Brötchentaste,curator-owid,2026-05-23
hyp-owid-brotsommelier,Brotsommelier,de,,bread expert specializing in bread varieties,Metaphorization,2014,food industry specialization,2014,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408370,OWID Neologismenwoerterbuch: Brotsommelier,curator-owid,2026-05-23
hyp-owid-brownie,Brownie,de,,flat chocolate cake with icing,Neologism,1995,culinary terminology,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/315687,OWID Neologismenwoerterbuch: Brownie,curator-owid,2026-05-23
hyp-owid-browser,Browser,de,,software for internet navigation,Neologism,1995,internet development,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/24464,OWID Neologismenwoerterbuch: Browser,curator-owid,2026-05-23
hyp-owid-bruckentechnologie,Brückentechnologie,de,,technology serving as a transitional step toward renewable energy,Neologism,2004,Energy Transition,2004,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401024,OWID Neologismenwoerterbuch: Brückentechnologie,curator-owid,2026-05-23
hyp-owid-bruckenteilzeit,Brückenteilzeit,de,,time-limited part-time employment with return option,Neologism,2014,Labor Market Reforms,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407845,OWID Neologismenwoerterbuch: Brückenteilzeit,curator-owid,2026-05-23
hyp-owid-bruderhahn,Bruderhahn,de,,male chicken chick (colloquial term),Neologism,2014,Poultry Terminology,2014,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408261,OWID Neologismenwoerterbuch: Bruderhahn,curator-owid,2026-05-23
hyp-owid-bubble-tea,Bubble-Tea,de,,sweetened tea beverage with chewy pearls,Neologism,2014,Food Trend,2014,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/403602,OWID Neologismenwoerterbuch: Bubble-Tea,curator-owid,2026-05-23
hyp-owid-bucketlist,Bucketlist,de,,list of life goals to accomplish,Neologism,2014,The Bucket List (film),2014,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407846,OWID Neologismenwoerterbuch: Bucketlist,curator-owid,2026-05-23
hyp-owid-budget,Budget[...],de,,of low quality and inexpensive,Metaphorization,2004,economic globalization,2004,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407291,OWID Neologismenwoerterbuch: Budget[...],curator-owid,2026-05-23
hyp-owid-budgethotel,Budgethotel,de,,chain of inexpensive hotels,Neologism,1995,budget travel industry,1995,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407288,OWID Neologismenwoerterbuch: Budgethotel,curator-owid,2026-05-23
hyp-owid-bundesausreisezentrum,Bundesausreisezentrum,de,,federal deportation facility,Neologism,2014,European migration crisis,2014,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408379,OWID Neologismenwoerterbuch: Bundesausreisezentrum,curator-owid,2026-05-23
hyp-owid-bundesbedarfsplangesetz,Bundesbedarfsplangesetz,de,,Federal law regulating high-voltage power line expansion in Germany,Neologism,2014,energy infrastructure policy,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408168,OWID Neologismenwoerterbuch: Bundesbedarfsplangesetz,curator-owid,2026-05-23
hyp-owid-bundesfachplanung,Bundesfachplanung,de,,Federal planning process for power grid expansion,Neologism,2014,energy infrastructure policy,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408169,OWID Neologismenwoerterbuch: Bundesfachplanung,curator-owid,2026-05-23
hyp-owid-bundesfreiwilliger,Bundesfreiwilliger,de,,Socially motivated volunteer in federal service program,Neologism,2014,Bundesfreiwilligendienst initiative,2014,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407293,OWID Neologismenwoerterbuch: Bundesfreiwilliger,curator-owid,2026-05-23
hyp-owid-bundesteilhabegesetz,Bundesteilhabegesetz,de,,Federal law promoting inclusion of people with disabilities,Neologism,2014,disability rights legislation,2014,Legal,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408086,OWID Neologismenwoerterbuch: Bundesteilhabegesetz,curator-owid,2026-05-23
hyp-owid-bundestrojaner,Bundestrojaner,de,,State-issued surveillance software for criminal investigations,Neologism,2004,digital surveillance technology,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317979,OWID Neologismenwoerterbuch: Bundestrojaner,curator-owid,2026-05-23
hyp-owid-bungee,Bungee,de,,extreme sport of jumping from a height with an elastic cord,Neologism,1995,extreme sports,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/28496,OWID Neologismenwoerterbuch: Bungee,curator-owid,2026-05-23
hyp-owid-bungeejumping,Bungeejumping,de,,extreme sport of jumping from a height with an elastic cord,Neologism,1995,extreme sports,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298266,OWID Neologismenwoerterbuch: Bungeejumping,curator-owid,2026-05-23
hyp-owid-bungeespringen,Bungeespringen,de,,extreme sport of jumping from a height with an elastic cord,Neologism,1995,extreme sports,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/28498,OWID Neologismenwoerterbuch: Bungeespringen,curator-owid,2026-05-23
hyp-owid-burgerenergie,Bürgerenergie,de,,community-based renewable energy cooperatives,Neologism,2005,environmental movement,2005,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408170,OWID Neologismenwoerterbuch: Bürgerenergie,curator-owid,2026-05-23
hyp-owid-burgerenergiegenossenschaft,Bürgerenergiegenossenschaft,de,,community cooperative for renewable energy production,Neologism,2005,environmental movement,2005,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408171,OWID Neologismenwoerterbuch: Bürgerenergiegenossenschaft,curator-owid,2026-05-23
hyp-owid-burgerenergiewende,Bürgerenergiewende,de,,Citizen-led energy transition via cooperatives to produce ecological energy outside big corporations,Neologism,2014,German Energy Transition,2014,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408454,OWID Neologismenwoerterbuch: Bürgerenergiewende,curator-owid,2026-05-23
hyp-owid-burgergeld,Bürgergeld,de,,Comprehensive basic income consolidating all social welfare benefits,Broadening,1995,Social Welfare Reforms,1995,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/24318,OWID Neologismenwoerterbuch: Bürgergeld,curator-owid,2026-05-23
hyp-owid-burgersolaranlage,Bürgersolaranlage,de,,Citizen-owned solar installation for decentralized renewable energy production,Neologism,1995,Renewable Energy Movement,1995,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408455,OWID Neologismenwoerterbuch: Bürgersolaranlage,curator-owid,2026-05-23
hyp-owid-burgerwindpark,Bürgerwindpark,de,,Community-operated wind farm for decentralized renewable energy,Neologism,1995,Renewable Energy Movement,1995,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408456,OWID Neologismenwoerterbuch: Bürgerwindpark,curator-owid,2026-05-23
hyp-owid-burkini,Burkini,de,,Modest multi-piece swimsuit for Muslim women sparking cultural controversy,Neologism,2004,Islamic Clothing Debates,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317643,OWID Neologismenwoerterbuch: Burkini,curator-owid,2026-05-23
hyp-owid-burn-out,Burn-out,de,,syndrome of complete mental and physical exhaustion,Neologism,1995,mental health discourse,1995,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/179379,OWID Neologismenwoerterbuch: Burn-out,curator-owid,2026-05-23
hyp-owid-burner,Burner,de,,a great thing or hit,Neologism,2004,pop culture,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402359,OWID Neologismenwoerterbuch: Burner,curator-owid,2026-05-23
hyp-owid-button,Button,de,,graphical element on a computer screen,Metaphorization,1995,GUI design,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/178643,OWID Neologismenwoerterbuch: Button,curator-owid,2026-05-23
hyp-owid-buttonlosung,Buttonlösung,de,,legal regulation for online shopping,Neologism,2014,e-commerce laws,2014,Legal,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402338,OWID Neologismenwoerterbuch: Buttonlösung,curator-owid,2026-05-23
hyp-owid-buzzer,Buzzer,de,,sound-making device in quiz shows,Neologism,2004,television game shows,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316675,OWID Neologismenwoerterbuch: Buzzer,curator-owid,2026-05-23
hyp-owid-buzzern,buzzern,de,,to press a buzzer (as in a quiz show),Neologism,2004,electronic quiz shows,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316679,OWID Neologismenwoerterbuch: buzzern,curator-owid,2026-05-23
hyp-owid-cache,Cache,de,,hidden treasure sought via GPS coordinates,Neologism,2004,geocaching,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317380,OWID Neologismenwoerterbuch: Cache,curator-owid,2026-05-23
hyp-owid-caffe-latte,Caffè Latte,de,,coffee drink with high milk content,Neologism,2004,global coffee culture,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401934,OWID Neologismenwoerterbuch: Caffè Latte,curator-owid,2026-05-23
hyp-owid-cakepop,Cakepop,de,,small decorated cake on a stick,Neologism,2014,confectionery trends,2014,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/403632,OWID Neologismenwoerterbuch: Cakepop,curator-owid,2026-05-23
hyp-owid-call-by-call,Call-by-Call,de,,method of selecting phone providers per call,Neologism,1995,telecommunications industry,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298267,OWID Neologismenwoerterbuch: Call-by-Call,curator-owid,2026-05-23
hyp-owid-call-in-sendung,Call-in-Sendung,de,,broadcast show with audience calls,Neologism,1995,interactive media,1995,Media,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298270,OWID Neologismenwoerterbuch: Call-in-Sendung,curator-owid,2026-05-23
hyp-owid-callanetics,Callanetics,de,,exercise method with slow movements,Neologism,1995,fitness trends 1990s,1995,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/175674,OWID Neologismenwoerterbuch: Callanetics,curator-owid,2026-05-23
